#IID,Apolipoprotein_B_Pos_SUM,CRP_Neg_SUM,Diffusivity_inferior_longitudinal_fasciculus_Neg_SUM,ICVF_Cingulum_CingulateR_SUM,Proinsulin_Neg_SUM,T2stat_PutamenL_Neg_SUM,Total_GRS_SUM
HG02439,0,0,0,0,0,0,22.6496
HG02442,0,0,0,0,0,0,8.00917
HG02445,0,0,0,0,0,0,6.86062
HG02449,0,0,0,0,0,0,10.8652
HG02450,0,0,0,0,0,0,10.8652
HG02451,0,0,0,0,0,0,13.7212
HG02455,0,0,0,0,0,0,12.603
HG02461,0,0,0,0,0,0,16.0684
HG02462,0,0,0,0,0,0,12.603
HG02463,0,0,0,0,0,0,13.4619
HG02464,0,0,0,0,0,0,0
HG02465,0,0,0,0,0,0,4.00458
HG02466,0,0,0,0,0,0,0
HG02470,0,0,0,0,0,0,6.61107
HG02471,0,0,0,0,0,0,4.00458
HG02476,0,0,0,0,0,0,8.30879
HG02477,0,0,0,0,0,0,8.00917
HG02479,0,0,0,0,0,0,8.00917
HG02481,0,0,0,0,0,0,13.1923
HG02484,0,0,0,0,0,0,5.71207
HG02485,0,0,0,0,0,0,7.44988
HG02489,0,0,0,0,0,0,8.00917
HG02490,0,0,0,0,0,0,10.8652
HG02491,0,0,0,0,0,0,8.00917
HG02492,0,0,0,0,0,0,8.00917
HG02493,0,0,0,0,0,0,4.00458
HG02494,0,0,0,1.78141,0,0,37.8984
HG02495,0,0,0,0,0,0,16.691
HG02496,0,0,0,0,0,0,4.00458
HG02497,0,0,0,0,0,0,2.60649
HG02501,0,0,0,0,0,0,8.00917
HG02502,0,0,0,0,0,0,4.00458
HG02505,0,0,0,0,0,0,13.4619
HG02508,0,0,0,0,0,0,4.00458
HG02511,0,0,0,0,0,0,16.318
HG02512,0,0,0,0,0,0,13.4619
HG02513,0,0,0,0,0,0,10.8652
HG02514,0,0,0,0,0,0,8.00917
HG02521,0,0,0,0,0,0,9.71666
HG02522,0,0,0,0,0,0,27.8959
HG02523,0,0,0,0,0,0,24.1409
HG02524,0,0,0,0,0,0,17.8396
HG02525,0,0,0,0,0,0,14.9199
HG02526,0,0,0,0,0,0,13.4619
HG02536,0,0,0,0,0,0,8.00917
HG02537,0,0,0,0,0,0,15.2095
HG02541,0,0,0,0,0,0,13.835
HG02545,0,0,0,0,0,0,8.59843
HG02546,0,0,0,0,0,0,12.603
HG02549,0,0,0,0,0,0,10.6157
HG02554,0,0,0,0,0,0,4.59384
HG02555,0,0,0,0,0,0,10.6157
HG02557,0,0,0,0,0,0,9.46711
HG02558,0,0,0,0,0,0,6.86062
HG02561,0,0,0,0,0,0,8.59843
HG02562,0,0,0,0,0,0,10.8652
HG02563,0,0,0,0,0,0,12.603
HG02568,0,0,0,0,0,0,10.6157
HG02569,0,0,0,0,0,0,8.00917
HG02570,0,0,0,0,0,0,10.8652
HG02571,0,0,0,0,0,0,4.00458
HG02572,0,0,0,0,0,0,8.00917
HG02573,0,0,0,0,0,0,8.00917
HG02574,0,0,0,0,0,0,0
HG02575,0,0,0,0,0,0,4.00458
HG02577,0,0,0,0,0,0,8.00917
HG02580,0,0,0,0,0,0,10.6157
HG02582,0,0,0,0,0,0,4.00458
HG02583,0,0,0,0,0,0,8.00917
HG02584,0,0,0,0,0,0,8.00917
HG02585,0,0,0,0,0,0,13.7212
HG02586,0,0,0,0,0,0,4.00458
HG02587,0,0,0,0,0,0,10.8652
HG02588,0,0,0,0,0,0,11.2049
HG02589,0,0,0,0,0,0,8.59843
HG02590,0,0,0,0,0,0,8.59843
HG02594,0,0,0,1.78141,0,0,12.7751
HG02595,0,0,0,0,0,0,8.59843
HG02596,0,0,0,0,0,0,4.00458
HG02597,0,0,0,0,0,0,17.8396
HG02600,0,0,0,1.78141,0,0,12.7751
HG02601,0,0,0,0,0,0,18.0655
HG02602,0,0,0,0,0,0,10.6157
HG02603,0,0,0,0,0,0,19.174
HG02604,0,0,0,0,0,0,12.603
HG02605,0,0,0,0,0,0,20.9118
HG02610,0,0,0,0,0,0,18.0655
HG02611,0,0,0,0,0,0,20.672
HG02612,0,0,0,0,0,0,20.9216
HG02613,0,0,0,0,0,0,10.8652
HG02614,0,0,0,0,0,0,10.6157
HG02615,0,0,0,0,0,0,10.6157
HG02620,0,0,0,0,0,0,4.00458
HG02621,0,0,0,0,0,0,10.6157
HG02622,0,0,0,0,0,0,8.00917
HG02623,0,0,0,0,0,0,13.4717
HG02624,0,0,0,0,0,0,8.59843
HG02625,0,0,0,0,0,0,14.061
HG02628,0,0,0,0,0,0,4.00458
HG02629,0,0,0,0,0,0,6.86062
HG02630,0,0,0,0,0,0,4.00458
HG02634,0,0,0,1.78141,0,0,12.7751
HG02635,0,0,0,0,0,0,4.00458
HG02636,0,0,0,0,0,0,8.00917
HG02642,0,0,0,0,0,0,8.00917
HG02643,0,0,0,0,0,0,13.7212
HG02644,0,0,0,0,0,0,10.8652
HG02645,0,0,0,0,0,0,16.691
HG02646,0,0,0,0,0,0,9.46711
HG02647,0,0,0,0,0,0,16.4415
HG02648,0,0,0,1.78141,0,0,18.4871
HG02649,0,0,0,1.78141,0,0,15.6311
HG02650,0,0,0,0,0,0,10.8652
HG02651,0,0,0,0,0,0,4.00458
HG02652,0,0,0,0,0,0,8.00917
HG02653,0,0,0,0,0,0,8.00917
HG02654,0,0,0,0,0,0,19.174
HG02655,0,0,0,0,0,0,10.8652
HG02656,0,0,0,0,0,0,10.8652
HG02657,0,0,0,0,0,0,4.00458
HG02658,0,0,0,1.78141,0,0,23.9399
HG02659,0,0,0,1.78141,0,0,11.6265
HG02660,0,0,0,1.78141,0,0,12.7751
HG02661,0,0,0,0,0,0,12.603
HG02662,0,0,0,0,0,0,8.00917
HG02666,0,0,0,0,0,0,8.00917
HG02667,0,0,0,0,0,0,6.86062
HG02668,0,0,0,0,0,0,8.00917
HG02675,0,0,0,0,0,0,9.71666
HG02676,0,0,0,0,0,0,15.2095
HG02677,0,0,0,0,0,0,18.0655
HG02678,0,0,0,0,0,0,4.00458
HG02679,0,0,0,0,0,0,15.459
HG02680,0,0,0,0,0,0,10.8652
HG02681,0,0,0,1.78141,0,0,18.2278
HG02682,0,0,0,1.78141,0,0,18.2278
HG02683,0,0,0,3.56282,0,0,22.9937
HG02684,0,0,0,1.78141,0,0,18.5274
HG02685,0,0,0,0,0,0,10.8652
HG02686,0,0,0,1.78141,0,0,17.0793
HG02687,0,0,0,1.78141,0,0,12.7751
HG02688,0,0,0,1.78141,0,0,20.2249
HG02689,0,0,0,1.78141,0,0,15.6311
HG02690,0,0,0,0,0,0,12.9124
HG02691,0,0,0,1.78141,0,0,23.4207
HG02692,0,0,0,1.78141,0,0,12.2158
HG02694,0,0,0,1.78141,0,0,27.4155
HG02696,0,0,0,0,0,0,13.4717
HG02697,0,0,0,0,0,0,22.4334
HG02698,0,0,0,0,0,0,15.2095
HG02699,0,0,0,0,0,0,19.174
HG02700,0,0,0,1.78141,0,0,18.4871
HG02701,0,0,0,1.78141,0,0,23.9399
HG02702,0,0,0,0,0,0,12.3231
HG02703,0,0,0,0,0,0,10.0564
HG02704,0,0,0,0,0,0,14.9296
HG02715,0,0,0,0,0,0,13.4717
HG02716,0,0,0,0,0,0,10.8652
HG02717,0,0,0,0,0,0,13.7212
HG02721,0,0,0,0,0,0,10.6157
HG02722,0,0,0,0,0,0,5.45275
HG02723,0,0,0,0,0,0,4.00458
HG02724,0,0,0,0,0,0,25.2895
HG02725,0,0,0,0,0,0,5.71207
HG02726,0,0,0,0,0,0,11.4545
HG02727,0,0,0,0,0,0,10.6157
HG02728,0,0,0,0,0,0,10.8652
HG02729,0,0,0,0,0,0,8.00917
HG02731,0,0,0,0,0,0,18.3151
HG02733,0,0,0,0,0,0,12.603
HG02734,0,0,0,0,0,0,18.9244
HG02735,0,0,0,0,0,0,23.5183
HG02736,0,0,0,0,0,0,6.86062
HG02737,0,0,0,1.78141,0,0,19.6858
HG02738,0,0,0,1.78141,0,0,20.8343
HG02756,0,0,0,0,0,0,12.603
HG02757,0,0,0,0,0,0,0
HG02759,0,0,0,0,0,0,8.00917
HG02760,0,0,0,0,0,0,8.00917
HG02761,0,0,0,0,0,0,8.00917
HG02762,0,0,0,0,0,0,16.0782
HG02763,0,0,0,0,0,0,12.603
HG02764,0,0,0,0,0,0,13.4717
HG02768,0,0,0,0,0,0,8.00917
HG02769,0,0,0,0,0,0,9.80683
HG02770,0,0,0,0,0,0,6.61107
HG02771,0,0,0,0,0,0,4.00458
HG02772,0,0,0,0,0,0,6.86062
HG02773,0,0,0,0,0,0,6.86062
HG02774,0,0,0,0,0,0,10.6157
HG02775,0,0,0,0,0,0,19.174
HG02776,0,0,0,0,0,0,16.318
HG02778,0,0,0,0,0,0,13.7212
HG02780,0,0,0,0,0,0,10.8652
HG02783,0,0,0,1.78141,0,0,14.2232
HG02784,0,0,0,0,0,0,8.00917
HG02785,0,0,0,1.78141,0,0,8.77048
HG02786,0,0,0,0,0,0,10.8652
HG02787,0,0,0,0,0,0,9.45733
HG02788,0,0,0,0,0,0,16.318
HG02789,0,0,0,0,0,0,12.603
HG02790,0,0,0,0,0,0,20.9118
HG02791,0,0,0,0,0,0,25.5056
HG02792,0,0,0,1.78141,0,0,12.7751
HG02793,0,0,0,0,0,0,21.0353
HG02794,0,0,0,1.78141,0,0,8.77048
HG02798,0,0,0,1.78141,0,0,12.7751
HG02799,0,0,0,0,0,0,8.00917
HG02800,0,0,0,1.78141,0,0,12.7751
HG02804,0,0,0,0,0,0,2.60649
HG02805,0,0,0,0,0,0,12.3231
HG02806,0,0,0,0,0,0,6.86062
HG02807,0,0,0,0,0,0,10.8652
HG02808,0,0,0,0,0,0,10.6157
HG02809,0,0,0,0,0,0,13.4717
HG02810,0,0,0,0,0,0,10.8652
HG02811,0,0,0,0,0,0,6.61107
HG02812,0,0,0,0,0,0,13.4717
HG02813,0,0,0,0,0,0,0
HG02814,0,0,0,0,0,0,10.6157
HG02815,0,0,0,0,0,0,6.61107
HG02816,0,0,0,0,0,0,8.00917
HG02817,0,0,0,0,0,0,12.603
HG02818,0,0,0,0,0,0,8.00917
HG02819,0,0,0,0,0,0,10.6157
HG02820,0,0,0,0,0,0,4.00458
HG02821,0,0,0,0,0,0,8.00917
HG02836,0,0,0,0,0,0,10.6157
HG02837,0,0,0,0,0,0,4.00458
HG02838,0,0,0,0,0,0,10.6157
HG02839,0,0,0,0,0,0,10.8652
HG02840,0,0,0,0,0,0,6.86062
HG02841,0,0,0,0,0,0,10.8652
HG02851,0,0,0,0,0,0,8.00917
HG02852,0,0,0,0,0,0,8.00917
HG02853,0,0,0,0,0,0,8.00917
HG02854,0,0,0,0,0,0,4.00458
HG02855,0,0,0,0,0,0,8.00917
HG02856,0,0,0,0,0,0,4.00458
HG02860,0,0,0,0,0,0,8.00917
HG02861,0,0,0,0,0,0,8.00917
HG02862,0,0,0,0,0,0,8.00917
HG02869,0,0,0,0,0,0,13.4717
HG02870,0,0,0,0,0,0,4.00458
HG02871,0,0,0,0,0,0,13.4717
HG02878,0,0,0,0,0,0,8.00917
HG02879,0,0,0,0,0,0,10.8652
HG02880,0,0,0,0,0,0,10.8652
HG02881,0,0,0,0,0,0,10.6157
HG02882,0,0,0,0,0,0,9.46711
HG02883,0,0,0,0,0,0,6.86062
HG02884,0,0,0,0,0,0,8.00917
HG02885,0,0,0,0,0,0,8.59843
HG02886,0,0,0,0,0,0,4.00458
HG02887,0,0,0,0,0,0,8.00917
HG02888,0,0,0,0,0,0,6.61107
HG02889,0,0,0,0,0,0,6.61107
HG02890,0,0,0,0,0,0,8.00917
HG02891,0,0,0,0,0,0,8.00917
HG02892,0,0,0,0,0,0,8.00917
HG02895,0,0,0,0,0,0,8.06902
HG02896,0,0,0,0,0,0,2.85604
HG02897,0,0,0,0,0,0,2.60649
HG02922,0,0,0,0,0,0,10.6157
HG02923,0,0,0,0,0,0,6.61107
HG02924,0,0,0,0,0,0,10.6157
HG02938,0,0,0,0,0,0,8.00917
HG02941,0,0,0,0,0,0,4.00458
HG02943,0,0,0,0,0,0,9.71666
HG02944,0,0,0,0,0,0,10.6157
HG02945,0,0,0,0,0,0,13.4717
HG02946,0,0,0,0,0,0,8.00917
HG02947,0,0,0,1.78141,0,0,15.3816
HG02948,0,0,0,0,0,0,10.6157
HG02952,0,0,0,0,0,0,8.00917
HG02953,0,0,0,0,0,0,10.8652
HG02954,0,0,0,0,0,0,8.00917
HG02964,0,0,0,0,0,0,14.0512
HG02965,0,0,0,1.78141,0,0,12.7751
HG02966,0,0,0,0,0,0,13.4619
HG02968,0,0,0,0,0,0,10.8652
HG02970,0,0,0,0,0,0,9.45733
HG02971,0,0,0,0,0,0,8.00917
HG02972,0,0,0,0,0,0,9.45733
HG02973,0,0,0,0,0,0,13.4619
HG02974,0,0,0,0,0,0,8.00917
HG02975,0,0,0,0,0,0,8.00917
HG02976,0,0,0,0,0,0,8.00917
HG02977,0,0,0,0,0,0,8.00917
HG02978,0,0,0,0,0,0,8.00917
HG02979,0,0,0,0,0,0,8.00917
HG02980,0,0,0,0,0,0,8.00917
HG02981,0,0,0,0,0,0,8.00917
HG02982,0,0,0,0,0,0,6.86062
HG02983,0,0,0,0,0,0,4.00458
HG02984,0,0,0,0,0,0,6.86062
HG03006,0,0,0,0,0,0,13.7212
HG03007,0,0,0,0,0,0,6.86062
HG03008,0,0,0,0,0,0,6.86062
HG03009,0,0,0,0,0,0,29.1279
HG03012,0,0,0,0,0,0,13.7212
HG03015,0,0,0,0,0,0,12.603
HG03016,0,0,0,0,0,0,8.00917
HG03017,0,0,0,0,0,0,8.00917
HG03018,0,0,0,0,0,0,10.8652
HG03019,0,0,0,0,0,0,8.00917
HG03021,0,0,0,0,0,0,4.00458
HG03022,0,0,0,0,0,0,26.1581
HG03024,0,0,0,0,0,0,10.8652
HG03025,0,0,0,0,0,0,10.6157
HG03026,0,0,0,0,0,0,13.4717
HG03027,0,0,0,0,0,0,8.00917
HG03028,0,0,0,1.78141,0,0,15.6311
HG03029,0,0,0,1.78141,0,0,15.6311
HG03033,0,0,0,0,0,0,2.60649
HG03034,0,0,0,0,0,0,8.00917
HG03035,0,0,0,0,0,0,4.00458
HG03039,0,0,0,0,0,0,6.86062
HG03040,0,0,0,0,0,0,6.86062
HG03041,0,0,0,0,0,0,6.86062
HG03045,0,0,0,0,0,0,4.00458
HG03046,0,0,0,0,0,0,10.6157
HG03047,0,0,0,0,0,0,6.61107
HG03048,0,0,0,0,0,0,15.459
HG03049,0,0,0,0,0,0,6.86062
HG03050,0,0,0,0,0,0,11.4545
HG03052,0,0,0,0,0,0,10.6157
HG03054,0,0,0,1.78141,0,0,15.6311
HG03055,0,0,0,0,0,0,6.86062
HG03056,0,0,0,0,0,0,13.7212
HG03057,0,0,0,0,0,0,8.00917
HG03058,0,0,0,0,0,0,8.00917
HG03060,0,0,0,0,0,0,6.61107
HG03061,0,0,0,1.78141,0,0,17.089
HG03063,0,0,0,0,0,0,12.0638
HG03064,0,0,0,0,0,0,12.603
HG03065,0,0,0,0,0,0,15.2095
HG03066,0,0,0,0,0,0,10.6157
HG03069,0,0,0,1.78141,0,0,12.7751
HG03072,0,0,0,0,0,0,8.00917
HG03073,0,0,0,0,0,0,6.61107
HG03074,0,0,0,1.78141,0,0,15.6311
HG03077,0,0,0,0,0,0,8.00917
HG03078,0,0,0,0,0,0,6.61107
HG03079,0,0,0,0,0,0,10.8652
HG03081,0,0,0,0,0,0,6.61107
HG03082,0,0,0,0,0,0,4.00458
HG03084,0,0,0,0,0,0,18.9244
HG03085,0,0,0,0,0,0,8.00917
HG03086,0,0,0,1.78141,0,0,19.9754
HG03088,0,0,0,0,0,0,4.00458
HG03091,0,0,0,0,0,0,10.6157
HG03095,0,0,0,0,0,0,10.8652
HG03096,0,0,0,0,0,0,13.2221
HG03097,0,0,0,1.78141,0,0,15.3816
HG03098,0,0,0,0,0,0,10.6157
HG03099,0,0,0,0,0,0,8.00917
HG03100,0,0,0,0,0,0,8.00917
HG03101,0,0,0,0,0,0,8.00917
HG03103,0,0,0,0,0,0,10.6157
HG03105,0,0,0,0,0,0,4.00458
HG03108,0,0,0,0,0,0,8.00917
HG03109,0,0,0,0,0,0,10.8652
HG03110,0,0,0,0,0,0,8.00917
HG03111,0,0,0,0,0,0,6.86062
HG03112,0,0,0,0,0,0,4.00458
HG03113,0,0,0,0,0,0,0
HG03114,0,0,0,0,0,0,8.00917
HG03115,0,0,0,0,0,0,6.86062
HG03116,0,0,0,0,0,0,8.00917
HG03117,0,0,0,0,0,0,10.8652
HG03118,0,0,0,0,0,0,0
HG03119,0,0,0,0,0,0,6.86062
HG03120,0,0,0,0,0,0,15.2095
HG03121,0,0,0,0,0,0,8.00917
HG03122,0,0,0,0,0,0,10.6157
HG03123,0,0,0,0,0,0,12.603
HG03124,0,0,0,0,0,0,8.00917
HG03125,0,0,0,0,0,0,12.603
HG03126,0,0,0,0,0,0,8.00917
HG03127,0,0,0,0,0,0,4.00458
HG03128,0,0,0,0,0,0,8.00917
HG03129,0,0,0,0,0,0,10.8652
HG03130,0,0,0,0,0,0,15.2095
HG03131,0,0,0,0,0,0,10.8652
HG03132,0,0,0,0,0,0,15.2095
HG03133,0,0,0,0,0,0,8.00917
HG03134,0,0,0,0,0,0,8.00917
HG03135,0,0,0,0,0,0,4.00458
HG03136,0,0,0,0,0,0,8.00917
HG03137,0,0,0,0,0,0,4.00458
HG03139,0,0,0,0,0,0,8.00917
HG03157,0,0,0,0,0,0,8.00917
HG03159,0,0,0,0,0,0,8.00917
HG03160,0,0,0,0,0,0,0
HG03161,0,0,0,0,0,0,4.00458
HG03162,0,0,0,0,0,0,13.4717
HG03163,0,0,0,0,0,0,18.6749
HG03164,0,0,0,0,0,0,16.0684
HG03166,0,0,0,0,0,0,8.00917
HG03168,0,0,0,0,0,0,8.00917
HG03169,0,0,0,0,0,0,19.5137
HG03170,0,0,0,0,0,0,9.46711
HG03172,0,0,0,1.78141,0,0,24.5692
HG03175,0,0,0,0,0,0,8.00917
HG03189,0,0,0,0,0,0,6.61107
HG03190,0,0,0,0,0,0,4.00458
HG03191,0,0,0,0,0,0,10.6157
HG03193,0,0,0,0,0,0,10.8652
HG03195,0,0,0,0,0,0,4.00458
HG03196,0,0,0,0,0,0,6.86062
HG03197,0,0,0,0,0,0,6.86062
HG03198,0,0,0,0,0,0,8.00917
HG03199,0,0,0,0,0,0,4.00458
HG03200,0,0,0,0,0,0,4.00458
HG03202,0,0,0,0,0,0,4.00458
HG03209,0,0,0,0,0,0,8.00917
HG03212,0,0,0,0,0,0,10.8652
HG03224,0,0,0,1.78141,0,0,12.7751
HG03225,0,0,0,0,0,0,6.61107
HG03228,0,0,0,0,0,0,10.8652
HG03229,0,0,0,0,0,0,28.1455
HG03230,0,0,0,0,0,0,13.7212
HG03234,0,0,0,0,0,0,15.459
HG03235,0,0,0,1.78141,0,0,30.0554
HG03236,0,0,0,1.78141,0,0,31.7932
HG03237,0,0,0,0,0,0,4.00458
HG03238,0,0,0,0,0,0,6.86062
HG03239,0,0,0,0,0,0,6.86062
HG03240,0,0,0,0,0,0,8.00917
HG03241,0,0,0,0,0,0,6.61107
HG03242,0,0,0,0,0,0,10.6157
HG03246,0,0,0,0,0,0,11.4545
HG03247,0,0,0,0,0,0,14.061
HG03248,0,0,0,0,0,0,17.5063
HG03249,0,0,0,0,0,0,6.61107
HG03250,0,0,0,0,0,0,10.8652
HG03251,0,0,0,0,0,0,13.4717
HG03258,0,0,0,0,0,0,11.2049
HG03259,0,0,0,0,0,0,8.00917
HG03260,0,0,0,0,0,0,4.00458
HG03265,0,0,0,0,0,0,10.8652
HG03267,0,0,0,0,0,0,8.00917
HG03268,0,0,0,1.78141,0,0,8.77048
HG03269,0,0,0,1.78141,0,0,12.7751
HG03270,0,0,0,0,0,0,8.00917
HG03271,0,0,0,0,0,0,4.00458
HG03272,0,0,0,0,0,0,8.00917
HG03279,0,0,0,0,0,0,8.00917
HG03280,0,0,0,0,0,0,8.00917
HG03291,0,0,0,0,0,0,10.8652
HG03294,0,0,0,0,0,0,15.2095
HG03295,0,0,0,0,0,0,8.00917
HG03296,0,0,0,0,0,0,10.6157
HG03297,0,0,0,0,0,0,8.00917
HG03298,0,0,0,0,0,0,0
HG03299,0,0,0,0,0,0,4.00458
HG03300,0,0,0,0,0,0,9.46711
HG03301,0,0,0,1.78141,0,0,11.377
HG03302,0,0,0,0,0,0,13.2221
HG03303,0,0,0,0,0,0,8.00917
HG03304,0,0,0,0,0,0,10.6157
HG03305,0,0,0,0,0,0,10.6157
HG03306,0,0,0,0,0,0,8.00917
HG03307,0,0,0,0,0,0,8.00917
HG03308,0,0,0,0,0,0,8.00917
HG03309,0,0,0,0,0,0,4.00458
HG03310,0,0,0,0,0,0,4.00458
HG03311,0,0,0,0,0,0,4.00458
HG03312,0,0,0,0,0,0,13.4717
HG03313,0,0,0,0,0,0,8.00917
HG03314,0,0,0,0,0,0,10.8652
HG03342,0,0,0,0,0,0,13.4717
HG03343,0,0,0,0,0,0,8.00917
HG03344,0,0,0,0,0,0,13.4717
HG03350,0,0,0,0,0,0,9.21756
HG03351,0,0,0,0,0,0,10.6157
HG03352,0,0,0,0,0,0,6.61107
HG03354,0,0,0,1.78141,0,0,11.6265
HG03363,0,0,0,0,0,0,14.9199
HG03366,0,0,0,0,0,0,8.00917
HG03367,0,0,0,0,0,0,4.00458
HG03368,0,0,0,0,0,0,8.00917
HG03369,0,0,0,0,0,0,8.00917
HG03370,0,0,0,0,0,0,6.61107
HG03371,0,0,0,0,0,0,8.00917
HG03372,0,0,0,0,0,0,8.00917
HG03373,0,0,0,0,0,0,10.8652
HG03374,0,0,0,0,0,0,10.8652
HG03376,0,0,0,0,0,0,6.86062
HG03378,0,0,0,0,0,0,8.00917
HG03380,0,0,0,0,0,0,13.4717
HG03382,0,0,0,0,0,0,8.59843
HG03385,0,0,0,0,0,0,10.6157
HG03388,0,0,0,0,0,0,4.00458
HG03391,0,0,0,1.78141,0,0,11.6265
HG03394,0,0,0,0,0,0,16.318
HG03397,0,0,0,0,0,0,6.61107
HG03401,0,0,0,0,0,0,6.86062
HG03410,0,0,0,0,0,0,10.6157
HG03419,0,0,0,0,0,0,20.6623
HG03428,0,0,0,0,0,0,4.00458
HG03432,0,0,0,3.56282,0,0,20.7367
HG03433,0,0,0,0,0,0,10.8652
HG03436,0,0,0,0,0,0,4.00458
HG03437,0,0,0,0,0,0,8.00917
HG03438,0,0,0,0,0,0,8.00917
HG03439,0,0,0,0,0,0,9.71666
HG03442,0,0,0,0,0,0,8.00917
HG03445,0,0,0,1.78141,0,0,8.77048
HG03446,0,0,0,0,0,0,8.00917
HG03449,0,0,0,0,0,0,8.00917
HG03451,0,0,0,0,0,0,9.21756
HG03452,0,0,0,0,0,0,4.00458
HG03453,0,0,0,0,0,0,10.6157
HG03454,0,0,0,1.78141,0,0,28.2842
HG03455,0,0,0,0,0,0,8.00917
HG03456,0,0,0,1.78141,0,0,17.3689
HG03457,0,0,0,0,0,0,14.9199
HG03458,0,0,0,1.78141,0,0,20.8343
HG03460,0,0,0,1.78141,0,0,15.6311
HG03461,0,0,0,0,0,0,9.45733
HG03464,0,0,0,0,0,0,8.00917
HG03469,0,0,0,0,0,0,8.00917
HG03470,0,0,0,1.78141,0,0,11.377
HG03472,0,0,0,0,0,0,13.7212
HG03473,0,0,0,0,0,0,18.0558
HG03476,0,0,0,0,0,0,10.8652
HG03478,0,0,0,0,0,0,8.00917
HG03479,0,0,0,0,0,0,4.00458
HG03480,0,0,0,0,0,0,8.00917
HG03484,0,0,0,0,0,0,8.00917
HG03485,0,0,0,0,0,0,0
HG03486,0,0,0,0,0,0,4.00458
HG03487,0,0,0,0,0,0,10.8652
HG03488,0,0,0,0,0,0,10.8652
HG03489,0,0,0,0,0,0,8.00917
HG03490,0,0,0,0,0,0,10.8652
HG03491,0,0,0,0,0,0,23.2923
HG03492,0,0,0,0,0,0,8.00917
HG03499,0,0,0,0,0,0,8.00917
HG03511,0,0,0,0,0,0,8.00917
HG03514,0,0,0,0,0,0,4.00458
HG03515,0,0,0,0,0,0,8.00917
HG03516,0,0,0,0,0,0,4.00458
HG03517,0,0,0,0,0,0,8.00917
HG03518,0,0,0,0,0,0,8.00917
HG03519,0,0,0,0,0,0,8.00917
HG03520,0,0,0,0,0,0,9.46711
HG03521,0,0,0,0,0,0,12.603
HG03522,0,0,0,0,0,0,13.4717
HG03538,0,0,0,0,0,0,6.86062
HG03539,0,0,0,0,0,0,4.00458
HG03540,0,0,0,0,0,0,6.86062
HG03547,0,0,0,0,0,0,14.0512
HG03548,0,0,0,0,0,0,6.61107
HG03556,0,0,0,0,0,0,4.00458
HG03557,0,0,0,0,0,0,4.00458
HG03558,0,0,0,0,0,0,8.00917
HG03559,0,0,0,0,0,0,18.0655
HG03563,0,0,0,0,0,0,8.00917
HG03565,0,0,0,0,0,0,12.603
HG03567,0,0,0,0,0,0,8.00917
HG03571,0,0,0,0,0,0,12.603
HG03572,0,0,0,0,0,0,4.00458
HG03574,0,0,0,0,0,0,4.00458
HG03575,0,0,0,0,0,0,10.6157
HG03576,0,0,0,0,0,0,8.00917
HG03577,0,0,0,1.78141,0,0,12.7751
HG03578,0,0,0,0,0,0,13.2221
HG03579,0,0,0,0,0,0,10.6157
HG03582,0,0,0,1.78141,0,0,17.3689
HG03583,0,0,0,0,0,0,10.8652
HG03584,0,0,0,1.78141,0,0,12.7751
HG03585,0,0,0,0,0,0,25.5056
HG03589,0,0,0,0,0,0,4.00458
HG03593,0,0,0,1.78141,0,0,18.2376
HG03594,0,0,0,1.78141,0,0,12.7751
HG03595,0,0,0,0,0,0,26.1484
HG03596,0,0,0,0,0,0,17.8396
HG03598,0,0,0,0,0,0,10.8652
HG03600,0,0,0,0,0,0,20.9118
HG03603,0,0,0,0,0,0,15.459
HG03604,0,0,0,0,0,0,16.917
HG03605,0,0,0,0,0,0,2.85604
HG03606,0,0,0,0,0,0,2.85604
HG03607,0,0,0,0,0,0,9.8304
HG03611,0,0,0,0,0,0,8.00917
HG03615,0,0,0,0,0,0,10.8652
HG03616,0,0,0,0,0,0,14.0512
HG03617,0,0,0,0,0,0,11.4545
HG03618,0,0,0,0,0,0,25.8988
HG03619,0,0,0,1.78141,0,0,11.377
HG03620,0,0,0,0,0,0,14.6703
HG03624,0,0,0,0,0,0,13.4717
HG03625,0,0,0,0,0,0,11.4545
HG03626,0,0,0,0,0,0,12.3231
HG03629,0,0,0,0,0,0,10.8652
HG03631,0,0,0,0,0,0,13.7212
HG03633,0,0,0,0,0,0,17.8396
HG03634,0,0,0,0,0,0,12.3134
HG03635,0,0,0,0,0,0,16.691
HG03636,0,0,0,0,0,0,18.0655
HG03639,0,0,0,0,0,0,10.8652
HG03640,0,0,0,1.78141,0,0,27.1993
HG03641,0,0,0,0,0,0,22.4334
HG03642,0,0,0,0,0,0,15.7988
HG03643,0,0,0,0,0,0,10.8652
HG03644,0,0,0,0,0,0,16.318
HG03645,0,0,0,0,0,0,8.00917
HG03646,0,0,0,0,0,0,13.4619
HG03649,0,0,0,0,0,0,8.00917
HG03650,0,0,0,0,0,0,8.00917
HG03651,0,0,0,0,0,0,8.00917
HG03652,0,0,0,1.78141,0,0,25.4282
HG03653,0,0,0,0,0,0,4.00458
HG03654,0,0,0,1.78141,0,0,14.2232
HG03660,0,0,0,0,0,0,4.00458
HG03663,0,0,0,1.78141,0,0,12.7751
HG03667,0,0,0,0,0,0,10.8652
HG03668,0,0,0,1.78141,0,0,18.2376
HG03669,0,0,0,0,0,0,10.8652
HG03672,0,0,0,0,0,0,11.4545
HG03673,0,0,0,0,0,0,13.4619
