#IID,Apolipoprotein_B_Pos_SUM,CRP_Neg_SUM,Diffusivity_inferior_longitudinal_fasciculus_Neg_SUM,ICVF_Cingulum_CingulateR_SUM,Proinsulin_Neg_SUM,T2stat_PutamenL_Neg_SUM,Total_GRS_SUM
HG01383,0,0,0,1.78141,0,0,19.0764
HG01384,0,0,0,1.78141,0,0,12.7751
HG01385,0,0,0,3.56282,0,0,16.3924
HG01389,0,0,0,0,0,0,19.174
HG01390,0,0,0,0,0,0,6.86062
HG01391,0,0,0,0,0,0,10.8652
HG01392,0,0,0,1.78141,0,0,19.9353
HG01393,0,0,0,1.78141,0,0,15.3816
HG01395,0,0,0,1.78141,0,0,7.62194
HG01396,0,0,0,0,0,0,8.00917
HG01398,0,0,0,1.78141,0,0,20.2249
HG01402,0,0,0,0,0,0,26.5214
HG01403,0,0,0,0,0,0,8.00917
HG01405,0,0,0,0,0,0,10.8652
HG01412,0,0,0,0,0,0,9.46711
HG01413,0,0,0,0,0,0,20.9952
HG01414,0,0,0,3.56282,0,0,30.2274
HG01431,0,0,0,0,0,0,9.71666
HG01432,0,0,0,0,0,0,6.61107
HG01433,0,0,0,0,0,0,5.46253
HG01435,0,0,0,0,0,0,9.45733
HG01437,0,0,0,1.78141,0,0,8.77048
HG01438,0,0,0,0,0,0,13.4619
HG01439,0,0,0,0,0,0,13.4619
HG01440,0,0,0,0,0,0,8.00917
HG01441,0,0,0,1.78141,0,0,13.0747
HG01443,0,0,0,0,0,0,10.8652
HG01444,0,0,0,0,0,0,0
HG01447,0,0,0,1.78141,0,0,11.6265
HG01455,0,0,0,0,0,0,12.3134
HG01456,0,0,0,1.78141,0,0,11.6265
HG01457,0,0,0,1.78141,0,0,11.6265
HG01459,0,0,0,0,0,0,4.00458
HG01461,0,0,0,0,0,0,16.3277
HG01462,0,0,0,0,0,0,5.46253
HG01463,0,0,0,0,0,0,12.3231
HG01464,0,0,0,0,0,0,5.46253
HG01465,0,0,0,1.78141,0,0,32.5884
HG01466,0,0,0,0,0,0,14.9199
HG01468,0,0,0,1.78141,0,0,22.8217
HG01474,0,0,0,1.78141,0,0,15.6311
HG01479,0,0,0,0,0,0,16.318
HG01485,0,0,0,0,0,0,6.86062
HG01486,0,0,0,0,0,0,23.3424
HG01488,0,0,0,0,0,0,16.0684
HG01489,0,0,0,0,0,0,9.45733
HG01490,0,0,0,0,0,0,17.5166
HG01491,0,0,0,0,0,0,6.86062
HG01492,0,0,0,0,0,0,2.60649
HG01493,0,0,0,0,0,0,0
HG01494,0,0,0,0,0,0,5.45275
HG01495,0,0,0,0,0,0,6.61107
HG01496,0,0,0,0,0,0,2.60649
HG01497,0,0,0,0,0,0,16.318
HG01498,0,0,0,0,0,0,17.7661
HG01499,0,0,0,0,0,0,14.9101
HG01500,0,0,0,3.56282,0,0,20.397
HG01501,0,0,0,0,0,0,17.8396
HG01502,0,0,0,1.78141,0,0,25.4615
HG01503,0,0,0,1.78141,0,0,12.7751
HG01504,0,0,0,0,0,0,14.9199
HG01505,0,0,0,1.78141,0,0,23.6903
HG01506,0,0,0,0,0,0,6.86062
HG01507,0,0,0,0,0,0,28.7549
HG01508,0,0,0,0,0,0,19.2975
HG01509,0,0,0,0,0,0,5.46253
HG01510,0,0,0,0,0,0,4.00458
HG01511,0,0,0,0,0,0,9.46711
HG01512,0,0,0,0,0,0,21.7707
HG01513,0,0,0,0,0,0,4.00458
HG01514,0,0,0,0,0,0,12.3134
HG01515,0,0,0,0,0,0,18.9244
HG01516,0,0,0,0,0,0,13.4717
HG01517,0,0,0,0,0,0,16.318
HG01518,0,0,0,1.78141,0,0,20.2249
HG01519,0,0,0,1.78141,0,0,24.2698
HG01520,0,0,0,0,0,0,18.0558
HG01521,0,0,0,0,0,0,8.00917
HG01522,0,0,0,0,0,0,13.4717
HG01523,0,0,0,0,0,0,10.6157
HG01524,0,0,0,1.78141,0,0,26.5464
HG01525,0,0,0,0,0,0,16.318
HG01526,0,0,0,1.78141,0,0,29.3926
HG01527,0,0,0,0,0,0,10.8652
HG01528,0,0,0,1.78141,0,0,27.9946
HG01529,0,0,0,0,0,0,12.3134
HG01530,0,0,0,0,0,0,9.71666
HG01531,0,0,0,1.78141,0,0,21.0839
HG01532,0,0,0,0,0,0,13.7212
HG01536,0,0,0,1.78141,0,0,23.9399
HG01537,0,0,0,1.78141,0,0,30.924
HG01538,0,0,0,1.78141,0,0,36.3768
HG01550,0,0,0,0,0,0,9.46711
HG01551,0,0,0,0,0,0,13.4619
HG01552,0,0,0,0,0,0,9.46711
HG01556,0,0,0,0,0,0,13.835
HG01565,0,0,0,0,0,0,4.00458
HG01566,0,0,0,1.78141,0,0,40.7447
HG01567,0,0,0,1.78141,0,0,24.0536
HG01571,0,0,0,0,0,0,8.05924
HG01572,0,0,0,0,0,0,5.45275
HG01573,0,0,0,0,0,0,13.512
HG01577,0,0,0,0,0,0,26.1484
HG01578,0,0,0,0,0,0,15.1694
HG01579,0,0,0,0,0,0,24.9998
HG01583,0,0,0,0,0,0,10.8652
HG01586,0,0,0,0,0,0,10.6157
HG01589,0,0,0,0,0,0,15.459
HG01593,0,0,0,0,0,0,0
HG01595,0,0,0,0,0,0,21.7707
HG01596,0,0,0,0,0,0,12.3134
HG01597,0,0,0,0,0,0,20.4461
HG01598,0,0,0,0,0,0,21.7707
HG01599,0,0,0,0,0,0,18.9244
HG01600,0,0,0,0,0,0,10.6157
HG01601,0,0,0,1.78141,0,0,13.0747
HG01602,0,0,0,3.56282,0,0,24.4419
HG01603,0,0,0,0,0,0,2.85604
HG01604,0,0,0,1.78141,0,0,15.6311
HG01605,0,0,0,3.56282,0,0,20.1475
HG01606,0,0,0,1.78141,0,0,18.4871
HG01607,0,0,0,0,0,0,23.2923
HG01608,0,0,0,0,0,0,12.3134
HG01609,0,0,0,0,0,0,17.7661
HG01610,0,0,0,1.78141,0,0,25.212
HG01611,0,0,0,0,0,0,28.7549
HG01612,0,0,0,0,0,0,35.0464
HG01613,0,0,0,0,0,0,19.174
HG01614,0,0,0,1.78141,0,0,28.3175
HG01615,0,0,0,3.56282,0,0,33.0834
HG01616,0,0,0,1.78141,0,0,31.7496
HG01617,0,0,0,0,0,0,17.7759
HG01618,0,0,0,1.78141,0,0,19.4362
HG01619,0,0,0,0,0,0,16.3277
HG01620,0,0,0,1.78141,0,0,15.6311
HG01621,0,0,0,0,0,0,13.4717
HG01622,0,0,0,0,0,0,18.9244
HG01623,0,0,0,0,0,0,9.46711
HG01624,0,0,0,0,0,0,28.7549
HG01625,0,0,0,0,0,0,2.60649
HG01626,0,0,0,1.78141,0,0,18.2376
HG01627,0,0,0,1.78141,0,0,16.8395
HG01628,0,0,0,3.56282,0,0,13.5364
HG01629,0,0,0,3.56282,0,0,28.4562
HG01630,0,0,0,1.78141,0,0,36.593
HG01631,0,0,0,1.78141,0,0,12.7751
HG01632,0,0,0,0,0,0,13.4717
HG01633,0,0,0,1.78141,0,0,8.77048
HG01667,0,0,0,0,0,0,10.8652
HG01668,0,0,0,0,0,0,6.86062
HG01669,0,0,0,1.78141,0,0,15.6311
HG01670,0,0,0,0,0,0,9.21756
HG01671,0,0,0,0,0,0,13.4717
HG01672,0,0,0,0,0,0,9.71666
HG01673,0,0,0,0,0,0,23.0526
HG01674,0,0,0,0,0,0,16.0684
HG01675,0,0,0,0,0,0,13.4619
HG01676,0,0,0,0,0,0,18.9244
HG01677,0,0,0,0,0,0,18.9244
HG01678,0,0,0,0,0,0,16.0684
HG01679,0,0,0,3.56282,0,0,16.3924
HG01680,0,0,0,0,0,0,26.1484
HG01681,0,0,0,1.78141,0,0,26.9097
HG01682,0,0,0,1.78141,0,0,18.4871
HG01683,0,0,0,3.56282,0,0,33.0834
HG01684,0,0,0,1.78141,0,0,35.2919
HG01685,0,0,0,0,0,0,13.4619
HG01686,0,0,0,0,0,0,15.1694
HG01687,0,0,0,0,0,0,6.86062
HG01694,0,0,0,1.78141,0,0,30.9143
HG01695,0,0,0,0,0,0,13.4717
HG01696,0,0,0,0,0,0,10.6157
HG01697,0,0,0,0,0,0,28.7549
HG01698,0,0,0,0,0,0,23.2923
HG01699,0,0,0,0,0,0,14.061
HG01700,0,0,0,1.78141,0,0,33.7703
HG01701,0,0,0,3.56282,0,0,38.5362
HG01702,0,0,0,1.78141,0,0,18.2376
HG01703,0,0,0,0,0,0,16.691
HG01704,0,0,0,0,0,0,34.5807
HG01705,0,0,0,0,0,0,13.7212
HG01706,0,0,0,0,0,0,20.6222
HG01707,0,0,0,0,0,0,17.7661
HG01708,0,0,0,0,0,0,16.318
HG01709,0,0,0,0,0,0,20.6956
HG01710,0,0,0,1.78141,0,0,14.233
HG01711,0,0,0,1.78141,0,0,15.6311
HG01746,0,0,0,1.78141,0,0,15.6311
HG01747,0,0,0,0,0,0,17.8396
HG01748,0,0,0,0,0,0,10.8652
HG01755,0,0,0,0,0,0,26.1484
HG01756,0,0,0,0,0,0,18.9147
HG01757,0,0,0,0,0,0,26.1581
HG01761,0,0,0,0,0,0,6.61107
HG01762,0,0,0,1.78141,0,0,17.089
HG01763,0,0,0,0,0,0,12.0736
HG01765,0,0,0,1.78141,0,0,21.0839
HG01766,0,0,0,1.78141,0,0,23.081
HG01767,0,0,0,0,0,0,13.4717
HG01768,0,0,0,3.56282,0,0,28.4562
HG01770,0,0,0,1.78141,0,0,21.6829
HG01771,0,0,0,0,0,0,6.86062
HG01772,0,0,0,1.78141,0,0,21.6829
HG01773,0,0,0,1.78141,0,0,18.8269
HG01774,0,0,0,1.78141,0,0,21.4333
HG01775,0,0,0,0,0,0,15.2095
HG01776,0,0,0,0,0,0,19.174
HG01777,0,0,0,0,0,0,13.7212
HG01778,0,0,0,0,0,0,13.7212
HG01779,0,0,0,0,0,0,12.3134
HG01780,0,0,0,0,0,0,11.2049
HG01781,0,0,0,1.78141,0,0,24.0301
HG01782,0,0,0,1.78141,0,0,14.233
HG01783,0,0,0,1.78141,0,0,11.377
HG01784,0,0,0,1.78141,0,0,30.924
HG01785,0,0,0,0,0,0,24.9998
HG01786,0,0,0,0,0,0,23.5516
HG01789,0,0,0,3.56282,0,0,22.9937
HG01790,0,0,0,0,0,0,9.45733
HG01791,0,0,0,1.78141,0,0,23.9399
HG01794,0,0,0,1.78141,0,0,18.2278
HG01795,0,0,0,0,0,0,13.4619
HG01796,0,0,0,0,0,0,4.00458
HG01797,0,0,0,0,0,0,10.6157
HG01798,0,0,0,0,0,0,16.0782
HG01799,0,0,0,0,0,0,10.6157
HG01800,0,0,0,0,0,0,17.5166
HG01801,0,0,0,0,0,0,13.4619
HG01802,0,0,0,0,0,0,10.6157
HG01804,0,0,0,0,0,0,6.61107
HG01805,0,0,0,0,0,0,16.318
HG01806,0,0,0,0,0,0,26.1484
HG01807,0,0,0,0,0,0,13.4619
HG01808,0,0,0,0,0,0,23.2923
HG01809,0,0,0,0,0,0,13.4619
HG01810,0,0,0,0,0,0,16.318
HG01811,0,0,0,0,0,0,19.174
HG01812,0,0,0,0,0,0,9.21756
HG01813,0,0,0,0,0,0,15.2095
HG01815,0,0,0,0,0,0,4.00458
HG01816,0,0,0,0,0,0,10.6157
HG01817,0,0,0,0,0,0,13.4619
HG01840,0,0,0,0,0,0,16.0684
HG01841,0,0,0,0,0,0,10.6157
HG01842,0,0,0,0,0,0,16.0684
HG01843,0,0,0,1.78141,0,0,20.8343
HG01844,0,0,0,0,0,0,4.00458
HG01845,0,0,0,0,0,0,8.00917
HG01846,0,0,0,0,0,0,21.5212
HG01847,0,0,0,0,0,0,10.8652
HG01848,0,0,0,0,0,0,13.4619
HG01849,0,0,0,0,0,0,13.7212
HG01850,0,0,0,0,0,0,13.4619
HG01851,0,0,0,0,0,0,15.459
HG01852,0,0,0,0,0,0,25.8988
HG01853,0,0,0,0,0,0,10.8652
HG01855,0,0,0,0,0,0,5.45275
HG01857,0,0,0,0,0,0,13.4717
HG01858,0,0,0,0,0,0,16.691
HG01859,0,0,0,0,0,0,21.5212
HG01860,0,0,0,0,0,0,13.4619
HG01861,0,0,0,0,0,0,16.0684
HG01862,0,0,0,0,0,0,13.4619
HG01863,0,0,0,0,0,0,12.0638
HG01864,0,0,0,0,0,0,4.00458
HG01865,0,0,0,0,0,0,9.46711
HG01866,0,0,0,0,0,0,21.5212
HG01867,0,0,0,0,0,0,28.7549
HG01868,0,0,0,0,0,0,10.8652
HG01869,0,0,0,0,0,0,20.6956
HG01870,0,0,0,0,0,0,8.00917
HG01871,0,0,0,0,0,0,23.3021
HG01872,0,0,0,0,0,0,14.9101
HG01873,0,0,0,0,0,0,9.45733
HG01874,0,0,0,0,0,0,8.00917
HG01878,0,0,0,0,0,0,18.6749
HG01879,0,0,0,0,0,0,8.00917
HG01880,0,0,0,1.78141,0,0,8.77048
HG01881,0,0,0,1.78141,0,0,12.7751
HG01882,0,0,0,0,0,0,8.00917
HG01883,0,0,0,0,0,0,10.6157
HG01884,0,0,0,0,0,0,13.4619
HG01885,0,0,0,0,0,0,16.0684
HG01886,0,0,0,0,0,0,9.45733
HG01887,0,0,0,0,0,0,13.4619
HG01888,0,0,0,0,0,0,8.00917
HG01889,0,0,0,0,0,0,8.00917
HG01890,0,0,0,0,0,0,12.603
HG01891,0,0,0,0,0,0,8.00917
HG01892,0,0,0,0,0,0,13.4619
HG01893,0,0,0,0,0,0,5.46253
HG01894,0,0,0,0,0,0,8.00917
HG01895,0,0,0,0,0,0,8.00917
HG01896,0,0,0,0,0,0,8.00917
HG01897,0,0,0,0,0,0,4.00458
HG01898,0,0,0,0,0,0,9.46711
HG01912,0,0,0,0,0,0,4.00458
HG01914,0,0,0,0,0,0,8.00917
HG01915,0,0,0,0,0,0,10.8652
HG01916,0,0,0,0,0,0,8.00917
HG01917,0,0,0,0,0,0,13.4619
HG01918,0,0,0,0,0,0,10.8652
HG01919,0,0,0,0,0,0,13.4619
HG01920,0,0,0,0,0,0,18.9147
HG01921,0,0,0,0,0,0,16.4415
HG01922,0,0,0,0,0,0,13.4619
HG01923,0,0,0,0,0,0,9.45733
HG01924,0,0,0,1.78141,0,0,23.6903
HG01925,0,0,0,1.78141,0,0,18.2278
HG01926,0,0,0,0,0,0,5.45275
HG01927,0,0,0,0,0,0,12.0638
HG01928,0,0,0,0,0,0,8.05924
HG01932,0,0,0,0,0,0,8.05924
HG01933,0,0,0,0,0,0,8.00917
HG01934,0,0,0,0,0,0,9.45733
HG01935,0,0,0,0,0,0,21.5212
HG01936,0,0,0,0,0,0,8.00917
HG01937,0,0,0,0,0,0,13.4619
HG01938,0,0,0,0,0,0,9.45733
HG01939,0,0,0,0,0,0,12.3134
HG01940,0,0,0,0,0,0,2.85604
HG01941,0,0,0,0,0,0,9.45733
HG01942,0,0,0,1.78141,0,0,10.2187
HG01943,0,0,0,0,0,0,5.45275
HG01944,0,0,0,0,0,0,8.00917
HG01945,0,0,0,0,0,0,8.00917
HG01946,0,0,0,0,0,0,8.00917
HG01947,0,0,0,0,0,0,13.4717
HG01948,0,0,0,0,0,0,12.603
HG01949,0,0,0,0,0,0,15.2095
HG01950,0,0,0,0,0,0,10.9055
HG01951,0,0,0,0,0,0,12.0736
HG01952,0,0,0,0,0,0,10.9153
HG01953,0,0,0,0,0,0,10.6157
HG01954,0,0,0,0,0,0,21.7707
HG01955,0,0,0,0,0,0,13.4619
HG01956,0,0,0,0,0,0,8.00917
HG01958,0,0,0,0,0,0,13.4717
HG01959,0,0,0,0,0,0,16.0782
HG01960,0,0,0,0,0,0,8.00917
HG01961,0,0,0,0,0,0,12.0638
HG01965,0,0,0,1.78141,0,0,7.62194
HG01967,0,0,0,0,0,0,4.00458
HG01968,0,0,0,0,0,0,4.00458
HG01969,0,0,0,0,0,0,8.00917
HG01970,0,0,0,0,0,0,18.9147
HG01971,0,0,0,0,0,0,12.3134
HG01972,0,0,0,0,0,0,13.4619
HG01973,0,0,0,0,0,0,14.9101
HG01974,0,0,0,0,0,0,9.45733
HG01975,0,0,0,0,0,0,14.9101
HG01976,0,0,0,0,0,0,9.45733
HG01977,0,0,0,0,0,0,13.4619
HG01978,0,0,0,0,0,0,8.00917
HG01979,0,0,0,0,0,0,8.00917
HG01980,0,0,0,0,0,0,8.00917
HG01981,0,0,0,0,0,0,8.00917
HG01982,0,0,0,0,0,0,4.00458
HG01983,0,0,0,0,0,0,9.45733
HG01984,0,0,0,0,0,0,0
HG01985,0,0,0,0,0,0,12.0638
HG01986,0,0,0,0,0,0,10.6157
HG01987,0,0,0,1.78141,0,0,12.7751
HG01988,0,0,0,0,0,0,8.00917
HG01989,0,0,0,0,0,0,10.8652
HG01990,0,0,0,0,0,0,8.00917
HG01991,0,0,0,0,0,0,0
HG01992,0,0,0,0,0,0,6.86062
HG01993,0,0,0,0,0,0,2.85604
HG01997,0,0,0,0,0,0,9.45733
HG01998,0,0,0,0,0,0,5.45275
HG02002,0,0,0,0,0,0,9.45733
HG02003,0,0,0,0,0,0,28.7549
HG02004,0,0,0,0,0,0,24.7503
HG02006,0,0,0,0,0,0,0
HG02008,0,0,0,0,0,0,5.45275
HG02009,0,0,0,0,0,0,6.61107
HG02010,0,0,0,0,0,0,10.6157
HG02011,0,0,0,0,0,0,8.00917
HG02012,0,0,0,1.78141,0,0,11.6265
HG02013,0,0,0,0,0,0,4.00458
HG02014,0,0,0,0,0,0,4.00458
HG02015,0,0,0,0,0,0,13.4717
HG02016,0,0,0,0,0,0,10.8652
HG02017,0,0,0,0,0,0,10.6157
HG02018,0,0,0,0,0,0,11.2049
HG02019,0,0,0,0,0,0,6.61107
HG02020,0,0,0,0,0,0,20.0529
HG02023,0,0,0,0,0,0,16.318
HG02024,0,0,0,0,0,0,16.0782
HG02025,0,0,0,0,0,0,16.0684
HG02026,0,0,0,0,0,0,13.4717
HG02027,0,0,0,0,0,0,21.7707
HG02028,0,0,0,0,0,0,21.7707
HG02029,0,0,0,0,0,0,19.174
HG02030,0,0,0,0,0,0,4.00458
HG02031,0,0,0,0,0,0,8.00917
HG02032,0,0,0,0,0,0,6.61107
HG02035,0,0,0,0,0,0,27.8862
HG02040,0,0,0,0,0,0,8.00917
HG02047,0,0,0,0,0,0,34.2076
HG02048,0,0,0,0,0,0,4.00458
HG02049,0,0,0,0,0,0,13.4717
HG02050,0,0,0,0,0,0,13.4619
HG02051,0,0,0,0,0,0,10.6157
HG02052,0,0,0,0,0,0,8.00917
HG02053,0,0,0,0,0,0,13.4717
HG02054,0,0,0,0,0,0,8.00917
HG02055,0,0,0,0,0,0,10.8652
HG02056,0,0,0,0,0,0,4.00458
HG02057,0,0,0,0,0,0,5.45275
HG02058,0,0,0,0,0,0,16.318
HG02059,0,0,0,0,0,0,18.6749
HG02060,0,0,0,0,0,0,18.9244
HG02061,0,0,0,0,0,0,13.4717
HG02064,0,0,0,0,0,0,4.00458
HG02067,0,0,0,0,0,0,12.3134
HG02068,0,0,0,0,0,0,13.4619
HG02069,0,0,0,0,0,0,18.9147
HG02070,0,0,0,0,0,0,8.00917
HG02071,0,0,0,0,0,0,18.9244
HG02072,0,0,0,0,0,0,13.4619
HG02073,0,0,0,0,0,0,18.9244
HG02074,0,0,0,0,0,0,15.2095
HG02075,0,0,0,0,0,0,18.9244
HG02076,0,0,0,0,0,0,12.603
HG02077,0,0,0,0,0,0,11.4545
HG02078,0,0,0,0,0,0,14.0512
HG02079,0,0,0,1.78141,0,0,21.0839
HG02080,0,0,0,0,0,0,12.603
HG02081,0,0,0,0,0,0,8.00917
HG02082,0,0,0,0,0,0,20.6623
HG02083,0,0,0,0,0,0,23.5183
HG02084,0,0,0,0,0,0,13.4619
HG02085,0,0,0,0,0,0,23.5183
HG02086,0,0,0,0,0,0,8.00917
HG02087,0,0,0,0,0,0,9.45733
HG02088,0,0,0,0,0,0,16.318
HG02089,0,0,0,1.78141,0,0,26.2968
HG02090,0,0,0,0,0,0,13.4619
HG02091,0,0,0,1.78141,0,0,29.1431
HG02095,0,0,0,0,0,0,13.4717
HG02102,0,0,0,0,0,0,8.00917
HG02104,0,0,0,1.78141,0,0,8.77048
HG02105,0,0,0,0,0,0,5.45275
HG02106,0,0,0,0,0,0,5.45275
HG02107,0,0,0,0,0,0,8.00917
HG02108,0,0,0,0,0,0,8.00917
HG02111,0,0,0,0,0,0,8.00917
HG02113,0,0,0,1.78141,0,0,11.6265
HG02116,0,0,0,0,0,0,13.4619
HG02120,0,0,0,0,0,0,13.7212
HG02121,0,0,0,0,0,0,10.8652
HG02122,0,0,0,0,0,0,10.8652
HG02126,0,0,0,0,0,0,4.00458
HG02127,0,0,0,0,0,0,12.603
HG02128,0,0,0,0,0,0,4.59384
HG02129,0,0,0,0,0,0,9.45733
HG02130,0,0,0,0,0,0,13.4619
HG02131,0,0,0,0,0,0,9.45733
HG02132,0,0,0,0,0,0,18.6749
HG02133,0,0,0,0,0,0,16.0684
HG02134,0,0,0,0,0,0,13.2221
HG02135,0,0,0,0,0,0,8.00917
HG02136,0,0,0,0,0,0,10.8652
HG02137,0,0,0,0,0,0,10.8652
HG02138,0,0,0,0,0,0,12.0638
HG02139,0,0,0,0,0,0,10.6157
HG02140,0,0,0,0,0,0,8.00917
HG02141,0,0,0,0,0,0,18.9244
HG02142,0,0,0,0,0,0,5.46253
HG02143,0,0,0,0,0,0,4.00458
HG02144,0,0,0,0,0,0,4.00458
HG02145,0,0,0,0,0,0,0
HG02146,0,0,0,1.78141,0,0,15.6714
HG02147,0,0,0,0,0,0,17.5166
HG02148,0,0,0,1.78141,0,0,22.2825
HG02150,0,0,0,0,0,0,13.4619
HG02151,0,0,0,0,0,0,20.9118
HG02152,0,0,0,0,0,0,18.9244
HG02153,0,0,0,0,0,0,8.05924
HG02154,0,0,0,0,0,0,10.8652
HG02155,0,0,0,0,0,0,23.2923
HG02156,0,0,0,0,0,0,13.4619
HG02164,0,0,0,0,0,0,16.318
HG02165,0,0,0,0,0,0,16.318
HG02166,0,0,0,0,0,0,6.61107
HG02178,0,0,0,0,0,0,10.6157
HG02179,0,0,0,0,0,0,13.4619
HG02180,0,0,0,0,0,0,28.5053
HG02181,0,0,0,0,0,0,21.5212
HG02182,0,0,0,0,0,0,18.0558
HG02184,0,0,0,1.78141,0,0,22.5418
HG02185,0,0,0,0,0,0,16.318
HG02186,0,0,0,0,0,0,13.835
HG02187,0,0,0,0,0,0,13.4717
HG02188,0,0,0,0,0,0,18.9147
HG02190,0,0,0,0,0,0,24.6267
HG02215,0,0,0,1.78141,0,0,14.2232
HG02219,0,0,0,3.56282,0,0,23.0035
HG02220,0,0,0,1.78141,0,0,22.5819
HG02221,0,0,0,1.78141,0,0,24.313
HG02222,0,0,0,0,0,0,14.061
HG02223,0,0,0,0,0,0,4.00458
HG02224,0,0,0,1.78141,0,0,28.0582
HG02225,0,0,0,1.78141,0,0,14.2232
HG02229,0,0,0,0,0,0,15.459
HG02230,0,0,0,1.78141,0,0,17.3689
HG02231,0,0,0,0,0,0,12.3134
HG02232,0,0,0,1.78141,0,0,23.6903
HG02233,0,0,0,0,0,0,9.46711
HG02234,0,0,0,0,0,0,13.7212
HG02235,0,0,0,0,0,0,20.4461
HG02236,0,0,0,0,0,0,13.835
HG02237,0,0,0,0,0,0,17.8396
HG02238,0,0,0,1.78141,0,0,10.2284
HG02239,0,0,0,1.78141,0,0,12.7751
HG02240,0,0,0,3.56282,0,0,16.3924
HG02250,0,0,0,0,0,0,16.318
HG02252,0,0,0,0,0,0,18.9244
HG02253,0,0,0,0,0,0,21.2849
HG02255,0,0,0,0,0,0,4.00458
HG02256,0,0,0,0,0,0,10.8652
HG02257,0,0,0,0,0,0,10.8652
HG02258,0,0,0,0,0,0,13.4717
HG02259,0,0,0,0,0,0,5.45275
HG02260,0,0,0,0,0,0,14.9101
HG02261,0,0,0,0,0,0,10.9055
HG02262,0,0,0,0,0,0,9.45733
HG02265,0,0,0,0,0,0,4.00458
HG02266,0,0,0,0,0,0,10.8652
HG02271,0,0,0,0,0,0,2.85604
HG02272,0,0,0,0,0,0,10.6157
HG02273,0,0,0,0,0,0,6.86062
HG02274,0,0,0,0,0,0,16.318
HG02275,0,0,0,1.78141,0,0,18.2779
HG02277,0,0,0,0,0,0,12.3134
HG02278,0,0,0,0,0,0,4.00458
HG02279,0,0,0,0,0,0,8.30879
HG02280,0,0,0,0,0,0,10.6157
HG02281,0,0,0,0,0,0,8.00917
HG02282,0,0,0,0,0,0,0
HG02283,0,0,0,0,0,0,10.8652
HG02284,0,0,0,0,0,0,8.00917
HG02285,0,0,0,0,0,0,6.86062
HG02286,0,0,0,0,0,0,10.8652
HG02287,0,0,0,0,0,0,6.86062
HG02291,0,0,0,0,0,0,9.45733
HG02292,0,0,0,0,0,0,19.2877
HG02293,0,0,0,0,0,0,19.2877
HG02298,0,0,0,0,0,0,8.00917
HG02299,0,0,0,0,0,0,0
HG02300,0,0,0,0,0,0,4.00458
HG02301,0,0,0,0,0,0,13.4619
HG02302,0,0,0,0,0,0,8.00917
HG02303,0,0,0,0,0,0,13.4619
HG02304,0,0,0,0,0,0,9.45733
HG02307,0,0,0,0,0,0,10.8652
HG02308,0,0,0,0,0,0,10.6157
HG02309,0,0,0,0,0,0,6.86062
HG02312,0,0,0,0,0,0,12.3134
HG02314,0,0,0,0,0,0,13.4717
HG02315,0,0,0,0,0,0,23.3021
HG02316,0,0,0,0,0,0,4.00458
HG02317,0,0,0,1.78141,0,0,12.7751
HG02318,0,0,0,0,0,0,4.00458
HG02321,0,0,0,0,0,0,4.00458
HG02322,0,0,0,0,0,0,13.4619
HG02323,0,0,0,0,0,0,4.00458
HG02325,0,0,0,0,0,0,10.6157
HG02330,0,0,0,0,0,0,9.46711
HG02332,0,0,0,0,0,0,8.00917
HG02334,0,0,0,0,0,0,10.8652
HG02337,0,0,0,0,0,0,4.00458
HG02339,0,0,0,1.78141,0,0,13.3643
HG02343,0,0,0,0,0,0,10.6157
HG02345,0,0,0,0,0,0,12.0638
HG02348,0,0,0,1.78141,0,0,13.0747
HG02351,0,0,0,0,0,0,18.9244
HG02353,0,0,0,0,0,0,18.9147
HG02355,0,0,0,0,0,0,9.45733
HG02356,0,0,0,0,0,0,13.4619
HG02360,0,0,0,0,0,0,13.4619
HG02364,0,0,0,0,0,0,8.00917
HG02367,0,0,0,0,0,0,8.00917
HG02371,0,0,0,0,0,0,18.9244
HG02373,0,0,0,0,0,0,16.4415
HG02374,0,0,0,0,0,0,16.318
HG02375,0,0,0,0,0,0,8.00917
HG02379,0,0,0,0,0,0,13.4619
HG02380,0,0,0,0,0,0,18.9147
HG02382,0,0,0,0,0,0,16.318
HG02383,0,0,0,0,0,0,8.00917
HG02384,0,0,0,0,0,0,8.00917
HG02385,0,0,0,0,0,0,13.2221
HG02386,0,0,0,0,0,0,13.4619
HG02389,0,0,0,0,0,0,17.8396
HG02390,0,0,0,0,0,0,9.45733
HG02391,0,0,0,0,0,0,10.8652
HG02392,0,0,0,0,0,0,16.318
HG02394,0,0,0,0,0,0,12.3134
HG02395,0,0,0,0,0,0,8.00917
HG02396,0,0,0,0,0,0,8.00917
HG02397,0,0,0,0,0,0,21.5309
HG02398,0,0,0,0,0,0,16.0684
HG02399,0,0,0,0,0,0,14.0512
HG02401,0,0,0,0,0,0,16.318
HG02402,0,0,0,0,0,0,18.9244
HG02406,0,0,0,0,0,0,6.61107
HG02407,0,0,0,0,0,0,16.318
HG02408,0,0,0,0,0,0,16.318
HG02409,0,0,0,0,0,0,16.318
HG02410,0,0,0,0,0,0,16.318
HG02419,0,0,0,0,0,0,8.00917
HG02420,0,0,0,1.78141,0,0,19.6858
HG02425,0,0,0,0,0,0,12.0638
HG02427,0,0,0,0,0,0,20.9118
HG02429,0,0,0,0,0,0,8.00917
HG02433,0,0,0,0,0,0,6.61107
